REPKEY,RANKDATE,RANKDATEVALUE,RANKDAYVALUE,ORIGINALREP,ENROLLMENTS,NETENROLLMENTS,TOTALDEBT,NETDEBT,EARLYCANCELLATION,CANCELLEDDEBT,ENROLLDATE
20260625_JENNA MARKS,JUN-2026,202606,20260625,Jenna Marks,3,3,121959,121959,0,0,"Thursday, June 25, 2026"
20260625_NADDIA BAZAR,JUN-2026,202606,20260625,Naddia Bazar,3,3,112852,112852,0,0,"Thursday, June 25, 2026"
20260625_TARA SINGH,JUN-2026,202606,20260625,Tara Singh,4,4,175533,175533,0,0,"Thursday, June 25, 2026"
20260625_LISA WONG,JUN-2026,202606,20260625,Lisa Wong,1,1,61235,61235,0,0,"Thursday, June 25, 2026"
20260625_MARCUS LEE,JUN-2026,202606,20260625,Marcus Lee,3,3,137731,137731,0,0,"Thursday, June 25, 2026"
20260625_SOFIA CRUZ,JUN-2026,202606,20260625,Sofia Cruz,4,4,164012,164012,0,0,"Thursday, June 25, 2026"
20260625_ALEXANDER DAGEN,JUN-2026,202606,20260625,Alexander Dagen,5,5,141789,141789,0,0,"Thursday, June 25, 2026"
20260625_VICTOR CHEN,JUN-2026,202606,20260625,Victor Chen,2,1,108428,56908,1,51520,"Thursday, June 25, 2026"
20260626_EVAN BAKER,JUN-2026,202606,20260626,Evan Baker,3,3,101718,101718,0,0,"Friday, June 26, 2026"
20260626_JAY HARRIS,JUN-2026,202606,20260626,Jay Harris,2,2,66215,66215,0,0,"Friday, June 26, 2026"
20260626_JENNA MARKS,JUN-2026,202606,20260626,Jenna Marks,4,4,136714,136714,0,0,"Friday, June 26, 2026"
20260626_NADDIA BAZAR,JUN-2026,202606,20260626,Naddia Bazar,4,4,101453,101453,0,0,"Friday, June 26, 2026"
20260626_TARA SINGH,JUN-2026,202606,20260626,Tara Singh,2,2,59329,59329,0,0,"Friday, June 26, 2026"
20260626_LISA WONG,JUN-2026,202606,20260626,Lisa Wong,2,2,50378,50378,0,0,"Friday, June 26, 2026"
20260626_MARCUS LEE,JUN-2026,202606,20260626,Marcus Lee,1,1,10939,10939,0,0,"Friday, June 26, 2026"
20260626_SOFIA CRUZ,JUN-2026,202606,20260626,Sofia Cruz,7,7,288226,288226,0,0,"Friday, June 26, 2026"
20260626_ALEXANDER DAGEN,JUN-2026,202606,20260626,Alexander Dagen,4,4,115499,115499,0,0,"Friday, June 26, 2026"
20260626_VICTOR CHEN,JUN-2026,202606,20260626,Victor Chen,3,2,103224,53105,1,50119,"Friday, June 26, 2026"
20260629_EVAN BAKER,JUN-2026,202606,20260629,Evan Baker,0,0,0,0,0,0,"Monday, June 29, 2026"
20260629_JAY HARRIS,JUN-2026,202606,20260629,Jay Harris,5,5,237333,237333,0,0,"Monday, June 29, 2026"
20260629_JENNA MARKS,JUN-2026,202606,20260629,Jenna Marks,3,2,120007,106222,1,13785,"Monday, June 29, 2026"
20260629_NADDIA BAZAR,JUN-2026,202606,20260629,Naddia Bazar,3,2,97507,73483,1,24024,"Monday, June 29, 2026"
20260629_TARA SINGH,JUN-2026,202606,20260629,Tara Singh,2,2,63449,63449,0,0,"Monday, June 29, 2026"
20260629_LISA WONG,JUN-2026,202606,20260629,Lisa Wong,2,2,108684,108684,0,0,"Monday, June 29, 2026"
20260629_MARCUS LEE,JUN-2026,202606,20260629,Marcus Lee,3,2,167744,117301,1,50443,"Monday, June 29, 2026"
20260629_SOFIA CRUZ,JUN-2026,202606,20260629,Sofia Cruz,10,10,306575,306575,0,0,"Monday, June 29, 2026"
20260629_ALEXANDER DAGEN,JUN-2026,202606,20260629,Alexander Dagen,1,1,49935,49935,0,0,"Monday, June 29, 2026"
20260629_VICTOR CHEN,JUN-2026,202606,20260629,Victor Chen,4,4,130787,130787,0,0,"Monday, June 29, 2026"
20260630_EVAN BAKER,JUN-2026,202606,20260630,Evan Baker,1,1,53074,53074,0,0,"Tuesday, June 30, 2026"
20260630_JAY HARRIS,JUN-2026,202606,20260630,Jay Harris,1,1,50177,50177,0,0,"Tuesday, June 30, 2026"
20260630_JENNA MARKS,JUN-2026,202606,20260630,Jenna Marks,6,5,269800,221876,1,47924,"Tuesday, June 30, 2026"
20260630_NADDIA BAZAR,JUN-2026,202606,20260630,Naddia Bazar,2,2,43797,43797,0,0,"Tuesday, June 30, 2026"
20260630_TARA SINGH,JUN-2026,202606,20260630,Tara Singh,2,2,67613,67613,0,0,"Tuesday, June 30, 2026"
20260630_LISA WONG,JUN-2026,202606,20260630,Lisa Wong,4,2,165291,94990,2,70301,"Tuesday, June 30, 2026"
20260630_MARCUS LEE,JUN-2026,202606,20260630,Marcus Lee,5,5,183111,183111,0,0,"Tuesday, June 30, 2026"
20260630_SOFIA CRUZ,JUN-2026,202606,20260630,Sofia Cruz,3,3,160471,160471,0,0,"Tuesday, June 30, 2026"
20260630_ALEXANDER DAGEN,JUN-2026,202606,20260630,Alexander Dagen,5,5,162191,162191,0,0,"Tuesday, June 30, 2026"
20260630_VICTOR CHEN,JUN-2026,202606,20260630,Victor Chen,4,4,95129,95129,0,0,"Tuesday, June 30, 2026"
20260701_EVAN BAKER,JUL-2026,202607,20260701,Evan Baker,0,0,0,0,0,0,"Wednesday, July 01, 2026"
20260701_JAY HARRIS,JUL-2026,202607,20260701,Jay Harris,3,3,127597,127597,0,0,"Wednesday, July 01, 2026"
20260701_JENNA MARKS,JUL-2026,202607,20260701,Jenna Marks,3,1,47545,17825,2,29720,"Wednesday, July 01, 2026"
20260701_NADDIA BAZAR,JUL-2026,202607,20260701,Naddia Bazar,4,4,89220,89220,0,0,"Wednesday, July 01, 2026"
20260701_TARA SINGH,JUL-2026,202607,20260701,Tara Singh,4,3,164169,119417,1,44752,"Wednesday, July 01, 2026"
20260701_LISA WONG,JUL-2026,202607,20260701,Lisa Wong,4,4,120099,120099,0,0,"Wednesday, July 01, 2026"
20260701_MARCUS LEE,JUL-2026,202607,20260701,Marcus Lee,3,3,125209,125209,0,0,"Wednesday, July 01, 2026"
20260701_SOFIA CRUZ,JUL-2026,202607,20260701,Sofia Cruz,6,6,257882,257882,0,0,"Wednesday, July 01, 2026"
20260701_ALEXANDER DAGEN,JUL-2026,202607,20260701,Alexander Dagen,2,2,80787,80787,0,0,"Wednesday, July 01, 2026"
20260701_VICTOR CHEN,JUL-2026,202607,20260701,Victor Chen,2,2,75247,75247,0,0,"Wednesday, July 01, 2026"
20260702_EVAN BAKER,JUL-2026,202607,20260702,Evan Baker,2,2,72021,72021,0,0,"Thursday, July 02, 2026"
20260702_JAY HARRIS,JUL-2026,202607,20260702,Jay Harris,0,0,0,0,0,0,"Thursday, July 02, 2026"
20260702_JENNA MARKS,JUL-2026,202607,20260702,Jenna Marks,2,2,36969,36969,0,0,"Thursday, July 02, 2026"
20260702_NADDIA BAZAR,JUL-2026,202607,20260702,Naddia Bazar,5,5,219238,219238,0,0,"Thursday, July 02, 2026"
20260702_TARA SINGH,JUL-2026,202607,20260702,Tara Singh,3,3,88781,88781,0,0,"Thursday, July 02, 2026"
20260702_LISA WONG,JUL-2026,202607,20260702,Lisa Wong,2,2,67257,67257,0,0,"Thursday, July 02, 2026"
20260702_MARCUS LEE,JUL-2026,202607,20260702,Marcus Lee,4,3,115839,97730,1,18109,"Thursday, July 02, 2026"
20260702_SOFIA CRUZ,JUL-2026,202607,20260702,Sofia Cruz,2,2,40214,40214,0,0,"Thursday, July 02, 2026"
20260702_ALEXANDER DAGEN,JUL-2026,202607,20260702,Alexander Dagen,4,4,152068,152068,0,0,"Thursday, July 02, 2026"
20260702_VICTOR CHEN,JUL-2026,202607,20260702,Victor Chen,2,2,74502,74502,0,0,"Thursday, July 02, 2026"
20260703_EVAN BAKER,JUL-2026,202607,20260703,Evan Baker,2,1,96352,53253,1,43099,"Friday, July 03, 2026"
20260703_JAY HARRIS,JUL-2026,202607,20260703,Jay Harris,0,0,0,0,0,0,"Friday, July 03, 2026"
20260703_JENNA MARKS,JUL-2026,202607,20260703,Jenna Marks,2,1,67137,11904,1,55233,"Friday, July 03, 2026"
20260703_NADDIA BAZAR,JUL-2026,202607,20260703,Naddia Bazar,2,2,44463,44463,0,0,"Friday, July 03, 2026"
20260703_TARA SINGH,JUL-2026,202607,20260703,Tara Singh,5,5,181481,181481,0,0,"Friday, July 03, 2026"
20260703_LISA WONG,JUL-2026,202607,20260703,Lisa Wong,3,3,132087,132087,0,0,"Friday, July 03, 2026"
20260703_MARCUS LEE,JUL-2026,202607,20260703,Marcus Lee,3,2,67399,57527,1,9872,"Friday, July 03, 2026"
20260703_SOFIA CRUZ,JUL-2026,202607,20260703,Sofia Cruz,3,3,112184,112184,0,0,"Friday, July 03, 2026"
20260703_ALEXANDER DAGEN,JUL-2026,202607,20260703,Alexander Dagen,3,2,75191,44680,1,30511,"Friday, July 03, 2026"
20260703_VICTOR CHEN,JUL-2026,202607,20260703,Victor Chen,2,2,50650,50650,0,0,"Friday, July 03, 2026"
20260706_EVAN BAKER,JUL-2026,202607,20260706,Evan Baker,3,3,124189,124189,0,0,"Monday, July 06, 2026"
20260706_JAY HARRIS,JUL-2026,202607,20260706,Jay Harris,0,0,0,0,0,0,"Monday, July 06, 2026"
20260706_JENNA MARKS,JUL-2026,202607,20260706,Jenna Marks,2,1,74854,60264,1,14590,"Monday, July 06, 2026"
20260706_NADDIA BAZAR,JUL-2026,202607,20260706,Naddia Bazar,3,3,76049,76049,0,0,"Monday, July 06, 2026"
20260706_TARA SINGH,JUL-2026,202607,20260706,Tara Singh,4,4,155518,155518,0,0,"Monday, July 06, 2026"
20260706_LISA WONG,JUL-2026,202607,20260706,Lisa Wong,4,4,124537,124537,0,0,"Monday, July 06, 2026"
20260706_MARCUS LEE,JUL-2026,202607,20260706,Marcus Lee,1,1,13259,13259,0,0,"Monday, July 06, 2026"
20260706_SOFIA CRUZ,JUL-2026,202607,20260706,Sofia Cruz,6,6,212034,212034,0,0,"Monday, July 06, 2026"
20260706_ALEXANDER DAGEN,JUL-2026,202607,20260706,Alexander Dagen,4,4,180133,180133,0,0,"Monday, July 06, 2026"
20260706_VICTOR CHEN,JUL-2026,202607,20260706,Victor Chen,2,2,102448,102448,0,0,"Monday, July 06, 2026"
20260707_EVAN BAKER,JUL-2026,202607,20260707,Evan Baker,1,1,24395,24395,0,0,"Tuesday, July 07, 2026"
20260707_JAY HARRIS,JUL-2026,202607,20260707,Jay Harris,2,2,76968,76968,0,0,"Tuesday, July 07, 2026"
20260707_JENNA MARKS,JUL-2026,202607,20260707,Jenna Marks,3,3,112633,112633,0,0,"Tuesday, July 07, 2026"
20260707_NADDIA BAZAR,JUL-2026,202607,20260707,Naddia Bazar,2,2,44254,44254,0,0,"Tuesday, July 07, 2026"
20260707_TARA SINGH,JUL-2026,202607,20260707,Tara Singh,5,5,167312,167312,0,0,"Tuesday, July 07, 2026"
20260707_LISA WONG,JUL-2026,202607,20260707,Lisa Wong,3,2,56052,32714,1,23338,"Tuesday, July 07, 2026"
20260707_MARCUS LEE,JUL-2026,202607,20260707,Marcus Lee,0,0,0,0,0,0,"Tuesday, July 07, 2026"
20260707_SOFIA CRUZ,JUL-2026,202607,20260707,Sofia Cruz,2,2,48449,48449,0,0,"Tuesday, July 07, 2026"
20260707_ALEXANDER DAGEN,JUL-2026,202607,20260707,Alexander Dagen,4,4,205895,205895,0,0,"Tuesday, July 07, 2026"
20260707_VICTOR CHEN,JUL-2026,202607,20260707,Victor Chen,3,3,107145,107145,0,0,"Tuesday, July 07, 2026"
20260708_EVAN BAKER,JUL-2026,202607,20260708,Evan Baker,3,3,117211,117211,0,0,"Wednesday, July 08, 2026"
20260708_JAY HARRIS,JUL-2026,202607,20260708,Jay Harris,4,4,112612,112612,0,0,"Wednesday, July 08, 2026"
20260708_JENNA MARKS,JUL-2026,202607,20260708,Jenna Marks,3,1,75084,19514,2,55570,"Wednesday, July 08, 2026"
20260708_NADDIA BAZAR,JUL-2026,202607,20260708,Naddia Bazar,2,2,71211,71211,0,0,"Wednesday, July 08, 2026"
20260708_TARA SINGH,JUL-2026,202607,20260708,Tara Singh,1,1,12189,12189,0,0,"Wednesday, July 08, 2026"
20260708_LISA WONG,JUL-2026,202607,20260708,Lisa Wong,3,3,88501,88501,0,0,"Wednesday, July 08, 2026"
20260708_MARCUS LEE,JUL-2026,202607,20260708,Marcus Lee,4,3,190398,130262,1,60136,"Wednesday, July 08, 2026"
20260708_SOFIA CRUZ,JUL-2026,202607,20260708,Sofia Cruz,3,3,142058,142058,0,0,"Wednesday, July 08, 2026"
20260708_ALEXANDER DAGEN,JUL-2026,202607,20260708,Alexander Dagen,3,3,113932,113932,0,0,"Wednesday, July 08, 2026"
20260708_VICTOR CHEN,JUL-2026,202607,20260708,Victor Chen,2,2,106912,106912,0,0,"Wednesday, July 08, 2026"
20260709_EVAN BAKER,JUL-2026,202607,20260709,Evan Baker,4,3,147644,99380,1,48264,"Thursday, July 09, 2026"
20260709_JAY HARRIS,JUL-2026,202607,20260709,Jay Harris,0,0,0,0,0,0,"Thursday, July 09, 2026"
20260709_JENNA MARKS,JUL-2026,202607,20260709,Jenna Marks,1,1,48537,48537,0,0,"Thursday, July 09, 2026"
20260709_NADDIA BAZAR,JUL-2026,202607,20260709,Naddia Bazar,4,4,88511,88511,0,0,"Thursday, July 09, 2026"
20260709_TARA SINGH,JUL-2026,202607,20260709,Tara Singh,1,1,15465,15465,0,0,"Thursday, July 09, 2026"
20260709_LISA WONG,JUL-2026,202607,20260709,Lisa Wong,3,2,113138,73201,1,39937,"Thursday, July 09, 2026"
20260709_MARCUS LEE,JUL-2026,202607,20260709,Marcus Lee,4,3,136065,107238,1,28827,"Thursday, July 09, 2026"
20260709_SOFIA CRUZ,JUL-2026,202607,20260709,Sofia Cruz,3,3,91432,91432,0,0,"Thursday, July 09, 2026"
20260709_ALEXANDER DAGEN,JUL-2026,202607,20260709,Alexander Dagen,1,1,21962,21962,0,0,"Thursday, July 09, 2026"
20260709_VICTOR CHEN,JUL-2026,202607,20260709,Victor Chen,3,3,68641,68641,0,0,"Thursday, July 09, 2026"
20260710_EVAN BAKER,JUL-2026,202607,20260710,Evan Baker,1,1,23580,23580,0,0,"Friday, July 10, 2026"
20260710_JAY HARRIS,JUL-2026,202607,20260710,Jay Harris,2,2,58736,58736,0,0,"Friday, July 10, 2026"
20260710_JENNA MARKS,JUL-2026,202607,20260710,Jenna Marks,2,2,105407,105407,0,0,"Friday, July 10, 2026"
20260710_NADDIA BAZAR,JUL-2026,202607,20260710,Naddia Bazar,3,3,127317,127317,0,0,"Friday, July 10, 2026"
20260710_TARA SINGH,JUL-2026,202607,20260710,Tara Singh,3,3,92011,92011,0,0,"Friday, July 10, 2026"
20260710_LISA WONG,JUL-2026,202607,20260710,Lisa Wong,3,1,69262,23970,2,45292,"Friday, July 10, 2026"
20260710_MARCUS LEE,JUL-2026,202607,20260710,Marcus Lee,3,3,85637,85637,0,0,"Friday, July 10, 2026"
20260710_SOFIA CRUZ,JUL-2026,202607,20260710,Sofia Cruz,5,5,160478,160478,0,0,"Friday, July 10, 2026"
20260710_ALEXANDER DAGEN,JUL-2026,202607,20260710,Alexander Dagen,2,1,117089,53967,1,63122,"Friday, July 10, 2026"
20260710_VICTOR CHEN,JUL-2026,202607,20260710,Victor Chen,2,1,71427,24091,1,47336,"Friday, July 10, 2026"
20260713_EVAN BAKER,JUL-2026,202607,20260713,Evan Baker,1,0,11025,0,1,11025,"Monday, July 13, 2026"
20260713_JAY HARRIS,JUL-2026,202607,20260713,Jay Harris,2,1,68301,13294,1,55007,"Monday, July 13, 2026"
20260713_JENNA MARKS,JUL-2026,202607,20260713,Jenna Marks,3,2,141217,81164,1,60053,"Monday, July 13, 2026"
20260713_NADDIA BAZAR,JUL-2026,202607,20260713,Naddia Bazar,3,3,41539,41539,0,0,"Monday, July 13, 2026"
20260713_TARA SINGH,JUL-2026,202607,20260713,Tara Singh,5,5,176105,176105,0,0,"Monday, July 13, 2026"
20260713_LISA WONG,JUL-2026,202607,20260713,Lisa Wong,1,1,33914,33914,0,0,"Monday, July 13, 2026"
20260713_MARCUS LEE,JUL-2026,202607,20260713,Marcus Lee,2,1,60863,20193,1,40670,"Monday, July 13, 2026"
20260713_SOFIA CRUZ,JUL-2026,202607,20260713,Sofia Cruz,5,5,222722,222722,0,0,"Monday, July 13, 2026"
20260713_ALEXANDER DAGEN,JUL-2026,202607,20260713,Alexander Dagen,2,2,74941,74941,0,0,"Monday, July 13, 2026"
20260713_VICTOR CHEN,JUL-2026,202607,20260713,Victor Chen,2,2,81215,81215,0,0,"Monday, July 13, 2026"
20260714_EVAN BAKER,JUL-2026,202607,20260714,Evan Baker,1,1,38065,38065,0,0,"Tuesday, July 14, 2026"
20260714_JAY HARRIS,JUL-2026,202607,20260714,Jay Harris,3,3,112847,112847,0,0,"Tuesday, July 14, 2026"
20260714_JENNA MARKS,JUL-2026,202607,20260714,Jenna Marks,4,4,116692,116692,0,0,"Tuesday, July 14, 2026"
20260714_NADDIA BAZAR,JUL-2026,202607,20260714,Naddia Bazar,4,3,150709,128396,1,22313,"Tuesday, July 14, 2026"
20260714_TARA SINGH,JUL-2026,202607,20260714,Tara Singh,4,4,75820,75820,0,0,"Tuesday, July 14, 2026"
20260714_LISA WONG,JUL-2026,202607,20260714,Lisa Wong,1,1,15385,15385,0,0,"Tuesday, July 14, 2026"
20260714_MARCUS LEE,JUL-2026,202607,20260714,Marcus Lee,5,5,143349,143349,0,0,"Tuesday, July 14, 2026"
20260714_SOFIA CRUZ,JUL-2026,202607,20260714,Sofia Cruz,4,4,139853,139853,0,0,"Tuesday, July 14, 2026"
20260714_ALEXANDER DAGEN,JUL-2026,202607,20260714,Alexander Dagen,3,3,146216,146216,0,0,"Tuesday, July 14, 2026"
20260714_VICTOR CHEN,JUL-2026,202607,20260714,Victor Chen,3,2,138883,75641,1,63242,"Tuesday, July 14, 2026"
20260715_EVAN BAKER,JUL-2026,202607,20260715,Evan Baker,5,4,168323,156102,1,12221,"Wednesday, July 15, 2026"
20260715_JAY HARRIS,JUL-2026,202607,20260715,Jay Harris,5,4,142623,128451,1,14172,"Wednesday, July 15, 2026"
20260715_JENNA MARKS,JUL-2026,202607,20260715,Jenna Marks,2,2,96805,96805,0,0,"Wednesday, July 15, 2026"
20260715_NADDIA BAZAR,JUL-2026,202607,20260715,Naddia Bazar,4,4,170210,170210,0,0,"Wednesday, July 15, 2026"
20260715_TARA SINGH,JUL-2026,202607,20260715,Tara Singh,4,4,160866,160866,0,0,"Wednesday, July 15, 2026"
20260715_LISA WONG,JUL-2026,202607,20260715,Lisa Wong,0,0,0,0,0,0,"Wednesday, July 15, 2026"
20260715_MARCUS LEE,JUL-2026,202607,20260715,Marcus Lee,3,3,131329,131329,0,0,"Wednesday, July 15, 2026"
20260715_SOFIA CRUZ,JUL-2026,202607,20260715,Sofia Cruz,5,5,189833,189833,0,0,"Wednesday, July 15, 2026"
20260715_ALEXANDER DAGEN,JUL-2026,202607,20260715,Alexander Dagen,3,3,126429,126429,0,0,"Wednesday, July 15, 2026"
20260715_VICTOR CHEN,JUL-2026,202607,20260715,Victor Chen,2,2,118768,118768,0,0,"Wednesday, July 15, 2026"
20260716_EVAN BAKER,JUL-2026,202607,20260716,Evan Baker,4,4,121800,121800,0,0,"Thursday, July 16, 2026"
20260716_JAY HARRIS,JUL-2026,202607,20260716,Jay Harris,2,1,91973,56814,1,35159,"Thursday, July 16, 2026"
20260716_JENNA MARKS,JUL-2026,202607,20260716,Jenna Marks,0,0,0,0,0,0,"Thursday, July 16, 2026"
20260716_NADDIA BAZAR,JUL-2026,202607,20260716,Naddia Bazar,5,5,184079,184079,0,0,"Thursday, July 16, 2026"
20260716_TARA SINGH,JUL-2026,202607,20260716,Tara Singh,2,2,34383,34383,0,0,"Thursday, July 16, 2026"
20260716_LISA WONG,JUL-2026,202607,20260716,Lisa Wong,2,1,90880,50139,1,40741,"Thursday, July 16, 2026"
20260716_MARCUS LEE,JUL-2026,202607,20260716,Marcus Lee,3,3,95079,95079,0,0,"Thursday, July 16, 2026"
20260716_SOFIA CRUZ,JUL-2026,202607,20260716,Sofia Cruz,7,7,186416,186416,0,0,"Thursday, July 16, 2026"
20260716_ALEXANDER DAGEN,JUL-2026,202607,20260716,Alexander Dagen,3,3,133690,133690,0,0,"Thursday, July 16, 2026"
20260716_VICTOR CHEN,JUL-2026,202607,20260716,Victor Chen,5,5,219069,219069,0,0,"Thursday, July 16, 2026"
20260717_EVAN BAKER,JUL-2026,202607,20260717,Evan Baker,3,3,169177,169177,0,0,"Friday, July 17, 2026"
20260717_JAY HARRIS,JUL-2026,202607,20260717,Jay Harris,1,1,29112,29112,0,0,"Friday, July 17, 2026"
20260717_JENNA MARKS,JUL-2026,202607,20260717,Jenna Marks,2,2,123632,123632,0,0,"Friday, July 17, 2026"
20260717_NADDIA BAZAR,JUL-2026,202607,20260717,Naddia Bazar,3,3,113402,113402,0,0,"Friday, July 17, 2026"
20260717_TARA SINGH,JUL-2026,202607,20260717,Tara Singh,5,5,157504,157504,0,0,"Friday, July 17, 2026"
20260717_LISA WONG,JUL-2026,202607,20260717,Lisa Wong,0,0,0,0,0,0,"Friday, July 17, 2026"
20260717_MARCUS LEE,JUL-2026,202607,20260717,Marcus Lee,2,2,76914,76914,0,0,"Friday, July 17, 2026"
20260717_SOFIA CRUZ,JUL-2026,202607,20260717,Sofia Cruz,5,5,133558,133558,0,0,"Friday, July 17, 2026"
20260717_ALEXANDER DAGEN,JUL-2026,202607,20260717,Alexander Dagen,3,2,114385,90502,1,23883,"Friday, July 17, 2026"
20260717_VICTOR CHEN,JUL-2026,202607,20260717,Victor Chen,3,2,159764,111017,1,48747,"Friday, July 17, 2026"
20260720_EVAN BAKER,JUL-2026,202607,20260720,Evan Baker,0,0,0,0,0,0,"Monday, July 20, 2026"
20260720_JAY HARRIS,JUL-2026,202607,20260720,Jay Harris,2,1,70852,15052,1,55800,"Monday, July 20, 2026"
20260720_JENNA MARKS,JUL-2026,202607,20260720,Jenna Marks,0,0,0,0,0,0,"Monday, July 20, 2026"
20260720_NADDIA BAZAR,JUL-2026,202607,20260720,Naddia Bazar,1,1,29536,29536,0,0,"Monday, July 20, 2026"
20260720_TARA SINGH,JUL-2026,202607,20260720,Tara Singh,3,3,68746,68746,0,0,"Monday, July 20, 2026"
20260720_LISA WONG,JUL-2026,202607,20260720,Lisa Wong,2,2,74933,74933,0,0,"Monday, July 20, 2026"
20260720_MARCUS LEE,JUL-2026,202607,20260720,Marcus Lee,1,1,39380,39380,0,0,"Monday, July 20, 2026"
20260720_SOFIA CRUZ,JUL-2026,202607,20260720,Sofia Cruz,5,5,152672,152672,0,0,"Monday, July 20, 2026"
20260720_ALEXANDER DAGEN,JUL-2026,202607,20260720,Alexander Dagen,4,4,143376,143376,0,0,"Monday, July 20, 2026"
20260720_VICTOR CHEN,JUL-2026,202607,20260720,Victor Chen,2,2,47477,47477,0,0,"Monday, July 20, 2026"
20260721_EVAN BAKER,JUL-2026,202607,20260721,Evan Baker,2,2,103501,103501,0,0,"Tuesday, July 21, 2026"
20260721_JAY HARRIS,JUL-2026,202607,20260721,Jay Harris,2,2,83451,83451,0,0,"Tuesday, July 21, 2026"
20260721_JENNA MARKS,JUL-2026,202607,20260721,Jenna Marks,3,3,88206,88206,0,0,"Tuesday, July 21, 2026"
20260721_NADDIA BAZAR,JUL-2026,202607,20260721,Naddia Bazar,3,3,99480,99480,0,0,"Tuesday, July 21, 2026"
20260721_TARA SINGH,JUL-2026,202607,20260721,Tara Singh,2,2,70177,70177,0,0,"Tuesday, July 21, 2026"
20260721_LISA WONG,JUL-2026,202607,20260721,Lisa Wong,5,3,174524,97489,2,77035,"Tuesday, July 21, 2026"
20260721_MARCUS LEE,JUL-2026,202607,20260721,Marcus Lee,4,4,155751,155751,0,0,"Tuesday, July 21, 2026"
20260721_SOFIA CRUZ,JUL-2026,202607,20260721,Sofia Cruz,4,4,237135,237135,0,0,"Tuesday, July 21, 2026"
20260721_ALEXANDER DAGEN,JUL-2026,202607,20260721,Alexander Dagen,4,3,123999,104503,1,19496,"Tuesday, July 21, 2026"
20260721_VICTOR CHEN,JUL-2026,202607,20260721,Victor Chen,3,3,123996,123996,0,0,"Tuesday, July 21, 2026"
20260722_EVAN BAKER,JUL-2026,202607,20260722,Evan Baker,2,2,42319,42319,0,0,"Wednesday, July 22, 2026"
20260722_JAY HARRIS,JUL-2026,202607,20260722,Jay Harris,2,0,95854,0,2,95854,"Wednesday, July 22, 2026"
20260722_JENNA MARKS,JUL-2026,202607,20260722,Jenna Marks,1,1,59973,59973,0,0,"Wednesday, July 22, 2026"
20260722_NADDIA BAZAR,JUL-2026,202607,20260722,Naddia Bazar,1,1,60035,60035,0,0,"Wednesday, July 22, 2026"
20260722_TARA SINGH,JUL-2026,202607,20260722,Tara Singh,3,3,70203,70203,0,0,"Wednesday, July 22, 2026"
20260722_LISA WONG,JUL-2026,202607,20260722,Lisa Wong,5,5,135417,135417,0,0,"Wednesday, July 22, 2026"
20260722_MARCUS LEE,JUL-2026,202607,20260722,Marcus Lee,2,2,92922,92922,0,0,"Wednesday, July 22, 2026"
20260722_SOFIA CRUZ,JUL-2026,202607,20260722,Sofia Cruz,5,5,178119,178119,0,0,"Wednesday, July 22, 2026"
20260722_ALEXANDER DAGEN,JUL-2026,202607,20260722,Alexander Dagen,5,4,117736,87223,1,30513,"Wednesday, July 22, 2026"
20260722_VICTOR CHEN,JUL-2026,202607,20260722,Victor Chen,6,5,286170,221441,1,64729,"Wednesday, July 22, 2026"
20260723_EVAN BAKER,JUL-2026,202607,20260723,Evan Baker,4,3,170785,141281,1,29504,"Thursday, July 23, 2026"
20260723_JAY HARRIS,JUL-2026,202607,20260723,Jay Harris,0,0,0,0,0,0,"Thursday, July 23, 2026"
20260723_JENNA MARKS,JUL-2026,202607,20260723,Jenna Marks,2,1,25233,16937,1,8296,"Thursday, July 23, 2026"
20260723_NADDIA BAZAR,JUL-2026,202607,20260723,Naddia Bazar,2,2,63847,63847,0,0,"Thursday, July 23, 2026"
20260723_TARA SINGH,JUL-2026,202607,20260723,Tara Singh,3,3,112342,112342,0,0,"Thursday, July 23, 2026"
20260723_LISA WONG,JUL-2026,202607,20260723,Lisa Wong,1,1,43316,43316,0,0,"Thursday, July 23, 2026"
20260723_MARCUS LEE,JUL-2026,202607,20260723,Marcus Lee,2,2,107820,107820,0,0,"Thursday, July 23, 2026"
20260723_SOFIA CRUZ,JUL-2026,202607,20260723,Sofia Cruz,5,4,157673,107568,1,50105,"Thursday, July 23, 2026"
20260723_ALEXANDER DAGEN,JUL-2026,202607,20260723,Alexander Dagen,0,0,0,0,0,0,"Thursday, July 23, 2026"
20260723_VICTOR CHEN,JUL-2026,202607,20260723,Victor Chen,2,2,92274,92274,0,0,"Thursday, July 23, 2026"
20260724_EVAN BAKER,JUL-2026,202607,20260724,Evan Baker,0,0,0,0,0,0,"Friday, July 24, 2026"
20260724_JAY HARRIS,JUL-2026,202607,20260724,Jay Harris,3,2,108373,79022,1,29351,"Friday, July 24, 2026"
20260724_JENNA MARKS,JUL-2026,202607,20260724,Jenna Marks,2,2,65683,65683,0,0,"Friday, July 24, 2026"
20260724_NADDIA BAZAR,JUL-2026,202607,20260724,Naddia Bazar,4,4,156392,156392,0,0,"Friday, July 24, 2026"
20260724_TARA SINGH,JUL-2026,202607,20260724,Tara Singh,2,2,68124,68124,0,0,"Friday, July 24, 2026"
20260724_LISA WONG,JUL-2026,202607,20260724,Lisa Wong,2,2,68308,68308,0,0,"Friday, July 24, 2026"
20260724_MARCUS LEE,JUL-2026,202607,20260724,Marcus Lee,3,2,111528,83156,1,28372,"Friday, July 24, 2026"
